the minbytes is 67108864, maxbytes is 67108864, iters is 5, warmup_iters is 2
data_size(Bytes): | aveg_time(us): | alg_bandwidth(GB/s): | check_result:
67108864          | 1139.00        | 58.91932             | NULL
67108864          | 1140.37        | 58.84843             | NULL
67108864          | 1140.26        | 58.85421             | NULL
67108864          | 1139.81        | 58.87713             | NULL
67108864          | 1139.74        | 58.88085             | NULL
67108864          | 1140.16        | 58.85896             | NULL
67108864          | 1139.42        | 58.89718             | NULL
67108864          | 1140.26        | 58.85400             | NULL
67108864          | 1138.70        | 58.93484             | NULL
67108864          | 1140.47        | 58.84306             | NULL
67108864          | 1139.29        | 58.90421             | NULL
67108864          | 1139.72        | 58.88189             | NULL
67108864          | 1139.11        | 58.91352             | NULL
67108864          | 1140.02        | 58.86660             | NULL
67108864          | 1139.35        | 58.90111             | NULL
67108864          | 1140.12        | 58.86143             | NULL
67108864          | 1138.40        | 58.94995             | NULL
67108864          | 1139.84        | 58.87548             | NULL
67108864          | 1139.74        | 58.88064             | NULL
67108864          | 1140.02        | 58.86660             | NULL
67108864          | 1139.42        | 58.89718             | NULL
67108864          | 1140.19        | 58.85751             | NULL
67108864          | 1139.32        | 58.90277             | NULL
67108864          | 1139.88        | 58.87383             | NULL
67108864          | 1138.99        | 58.91973             | NULL
67108864          | 1140.12        | 58.86143             | NULL
67108864          | 1138.93        | 58.92283             | NULL
67108864          | 1140.08        | 58.86350             | NULL
67108864          | 1139.94        | 58.87032             | NULL
67108864          | 1140.25        | 58.85441             | NULL
67108864          | 1139.23        | 58.90711             | NULL
67108864          | 1140.66        | 58.83357             | NULL
67108864          | 1138.95        | 58.92159             | NULL
67108864          | 1139.33        | 58.90214             | NULL
67108864          | 1139.57        | 58.88954             | NULL
67108864          | 1140.50        | 58.84141             | NULL
67108864          | 1139.06        | 58.91579             | NULL
67108864          | 1140.43        | 58.84513             | NULL
67108864          | 1138.97        | 58.92076             | NULL
67108864          | 1140.00        | 58.86742             | NULL
67108864          | 1139.22        | 58.90753             | NULL
67108864          | 1140.62        | 58.83563             | NULL
67108864          | 1139.30        | 58.90380             | NULL
67108864          | 1139.74        | 58.88106             | NULL
67108864          | 1138.86        | 58.92635             | NULL
67108864          | 1140.49        | 58.84224             | NULL
67108864          | 1139.09        | 58.91435             | NULL
67108864          | 1140.22        | 58.85627             | NULL
67108864          | 1139.28        | 58.90462             | NULL
67108864          | 1140.45        | 58.84409             | NULL
67108864          | 1139.25        | 58.90628             | NULL
67108864          | 1139.95        | 58.87011             | NULL
67108864          | 1138.61        | 58.93939             | NULL
67108864          | 1140.15        | 58.85979             | NULL
67108864          | 1139.48        | 58.89450             | NULL
67108864          | 1140.28        | 58.85297             | NULL
