the minbytes is 67108864, maxbytes is 67108864, iters is 5, warmup_iters is 2
data_size(Bytes): | aveg_time(us): | alg_bandwidth(GB/s): | check_result:
67108864          | 1022.24        | 65.64884             | NULL
67108864          | 1022.07        | 65.65988             | NULL
67108864          | 1022.15        | 65.65448             | NULL
67108864          | 1022.16        | 65.65397             | NULL
67108864          | 1022.14        | 65.65525             | NULL
67108864          | 1021.56        | 65.69279             | NULL
67108864          | 1021.20        | 65.71569             | NULL
67108864          | 1022.15        | 65.65474             | NULL
67108864          | 1022.32        | 65.64344             | NULL
67108864          | 1022.23        | 65.64935             | NULL
67108864          | 1022.08        | 65.65885             | NULL
67108864          | 1022.06        | 65.66013             | NULL
67108864          | 1022.30        | 65.64498             | NULL
67108864          | 1022.67        | 65.62110             | NULL
67108864          | 1022.02        | 65.66323             | NULL
67108864          | 1022.54        | 65.62957             | NULL
67108864          | 1022.15        | 65.65448             | NULL
67108864          | 1021.58        | 65.69125             | NULL
67108864          | 1021.63        | 65.68816             | NULL
67108864          | 1021.75        | 65.68045             | NULL
67108864          | 1021.83        | 65.67530             | NULL
67108864          | 1021.90        | 65.67068             | NULL
67108864          | 1022.36        | 65.64138             | NULL
67108864          | 1021.97        | 65.66631             | NULL
67108864          | 1022.50        | 65.63240             | NULL
67108864          | 1023.12        | 65.59211             | NULL
67108864          | 1021.82        | 65.67582             | NULL
67108864          | 1022.46        | 65.63445             | NULL
67108864          | 1022.02        | 65.66323             | NULL
67108864          | 1022.45        | 65.63548             | NULL
67108864          | 1021.72        | 65.68250             | NULL
67108864          | 1022.06        | 65.66013             | NULL
67108864          | 1021.86        | 65.67350             | NULL
67108864          | 1022.46        | 65.63445             | NULL
67108864          | 1022.06        | 65.66013             | NULL
67108864          | 1022.84        | 65.61058             | NULL
67108864          | 1022.20        | 65.65166             | NULL
67108864          | 1021.84        | 65.67453             | NULL
67108864          | 1022.15        | 65.65474             | NULL
67108864          | 1022.32        | 65.64395             | NULL
67108864          | 1022.13        | 65.65603             | NULL
67108864          | 1022.38        | 65.64010             | NULL
67108864          | 1022.68        | 65.62085             | NULL
67108864          | 1022.19        | 65.65217             | NULL
67108864          | 1022.02        | 65.66271             | NULL
67108864          | 1022.48        | 65.63368             | NULL
67108864          | 1021.91        | 65.66990             | NULL
67108864          | 1022.00        | 65.66425             | NULL
67108864          | 1021.80        | 65.67685             | NULL
67108864          | 1021.82        | 65.67607             | NULL
67108864          | 1022.02        | 65.66297             | NULL
67108864          | 1022.49        | 65.63291             | NULL
67108864          | 1021.50        | 65.69613             | NULL
67108864          | 1022.39        | 65.63933             | NULL
67108864          | 1021.77        | 65.67916             | NULL
67108864          | 1022.24        | 65.64909             | NULL
67108864          | 1022.87        | 65.60853             | NULL
67108864          | 1022.02        | 65.66323             | NULL
67108864          | 1021.64        | 65.68713             | NULL
67108864          | 1022.48        | 65.63368             | NULL
67108864          | 1022.62        | 65.62444             | NULL
67108864          | 1022.04        | 65.66194             | NULL
67108864          | 1022.15        | 65.65474             | NULL
67108864          | 1021.72        | 65.68224             | NULL
67108864          | 1022.20        | 65.65140             | NULL
67108864          | 1022.06        | 65.66065             | NULL
67108864          | 1021.97        | 65.66605             | NULL
67108864          | 1022.65        | 65.62239             | NULL
67108864          | 1022.49        | 65.63265             | NULL
67108864          | 1022.61        | 65.62495             | NULL
67108864          | 1022.37        | 65.64062             | NULL
67108864          | 1021.76        | 65.67942             | NULL
67108864          | 1022.18        | 65.65243             | NULL
67108864          | 1022.56        | 65.62803             | NULL
67108864          | 1022.17        | 65.65320             | NULL
67108864          | 1022.19        | 65.65192             | NULL
67108864          | 1021.86        | 65.67350             | NULL
67108864          | 1021.70        | 65.68379             | NULL
67108864          | 1021.80        | 65.67710             | NULL
67108864          | 1022.24        | 65.64884             | NULL
67108864          | 1021.05        | 65.72522             | NULL
67108864          | 1022.14        | 65.65551             | NULL
67108864          | 1021.49        | 65.69691             | NULL
67108864          | 1022.20        | 65.65140             | NULL
67108864          | 1021.50        | 65.69665             | NULL
67108864          | 1022.14        | 65.65525             | NULL
67108864          | 1022.49        | 65.63291             | NULL
67108864          | 1022.52        | 65.63060             | NULL
67108864          | 1022.57        | 65.62777             | NULL
67108864          | 1022.49        | 65.63291             | NULL
67108864          | 1022.09        | 65.65860             | NULL
67108864          | 1021.96        | 65.66708             | NULL
67108864          | 1021.55        | 65.69331             | NULL
67108864          | 1022.36        | 65.64112             | NULL
67108864          | 1022.13        | 65.65603             | NULL
67108864          | 1022.50        | 65.63240             | NULL
67108864          | 1022.24        | 65.64884             | NULL
67108864          | 1022.14        | 65.65551             | NULL
67108864          | 1022.13        | 65.65603             | NULL
67108864          | 1022.81        | 65.61212             | NULL
67108864          | 1022.27        | 65.64678             | NULL
67108864          | 1022.06        | 65.66013             | NULL
67108864          | 1022.19        | 65.65217             | NULL
67108864          | 1022.15        | 65.65474             | NULL
67108864          | 1022.14        | 65.65551             | NULL
67108864          | 1022.24        | 65.64909             | NULL
67108864          | 1021.93        | 65.66888             | NULL
67108864          | 1022.24        | 65.64858             | NULL
67108864          | 1022.10        | 65.65783             | NULL
67108864          | 1022.10        | 65.65757             | NULL
67108864          | 1022.79        | 65.61366             | NULL
67108864          | 1021.94        | 65.66810             | NULL
67108864          | 1021.77        | 65.67916             | NULL
67108864          | 1022.00        | 65.66451             | NULL
67108864          | 1022.10        | 65.65783             | NULL
67108864          | 1022.26        | 65.64781             | NULL
67108864          | 1022.40        | 65.63882             | NULL
67108864          | 1022.11        | 65.65731             | NULL
67108864          | 1022.18        | 65.65243             | NULL
67108864          | 1022.08        | 65.65936             | NULL
67108864          | 1021.78        | 65.67865             | NULL
67108864          | 1021.88        | 65.67196             | NULL
67108864          | 1021.81        | 65.67659             | NULL
67108864          | 1022.26        | 65.64755             | NULL
67108864          | 1021.66        | 65.68584             | NULL
67108864          | 1021.91        | 65.67016             | NULL
67108864          | 1022.52        | 65.63086             | NULL
67108864          | 1022.03        | 65.66246             | NULL
67108864          | 1022.30        | 65.64523             | NULL
67108864          | 1022.45        | 65.63523             | NULL
67108864          | 1022.17        | 65.65320             | NULL
67108864          | 1022.42        | 65.63702             | NULL
67108864          | 1021.98        | 65.66579             | NULL
67108864          | 1022.10        | 65.65757             | NULL
67108864          | 1021.75        | 65.68019             | NULL
67108864          | 1023.17        | 65.58929             | NULL
67108864          | 1022.17        | 65.65320             | NULL
67108864          | 1022.62        | 65.62418             | NULL
67108864          | 1022.35        | 65.64190             | NULL
67108864          | 1022.27        | 65.64704             | NULL
67108864          | 1022.06        | 65.66039             | NULL
67108864          | 1022.14        | 65.65500             | NULL
67108864          | 1021.66        | 65.68636             | NULL
67108864          | 1022.17        | 65.65320             | NULL
67108864          | 1022.34        | 65.64267             | NULL
67108864          | 1021.77        | 65.67890             | NULL
