the minbytes is 67108864, maxbytes is 67108864, iters is 5, warmup_iters is 2
data_size(Bytes): | aveg_time(us): | alg_bandwidth(GB/s): | check_result:
67108864          | 1011.18        | 66.36715             | NULL
67108864          | 1010.33        | 66.42258             | NULL
67108864          | 1010.88        | 66.38658             | NULL
67108864          | 1010.27        | 66.42679             | NULL
67108864          | 1010.82        | 66.39078             | NULL
67108864          | 1010.64        | 66.40260             | NULL
67108864          | 1010.24        | 66.42838             | NULL
67108864          | 1010.49        | 66.41207             | NULL
67108864          | 1010.48        | 66.41312             | NULL
67108864          | 1010.50        | 66.41181             | NULL
67108864          | 1010.70        | 66.39840             | NULL
67108864          | 1010.05        | 66.44100             | NULL
67108864          | 1010.98        | 66.38001             | NULL
67108864          | 1010.16        | 66.43390             | NULL
67108864          | 1010.23        | 66.42943             | NULL
67108864          | 1010.59        | 66.40550             | NULL
67108864          | 1010.80        | 66.39210             | NULL
67108864          | 1010.23        | 66.42943             | NULL
67108864          | 1010.68        | 66.39945             | NULL
67108864          | 1010.38        | 66.41943             | NULL
67108864          | 1010.42        | 66.41680             | NULL
67108864          | 1009.96        | 66.44705             | NULL
67108864          | 1010.42        | 66.41706             | NULL
67108864          | 1010.32        | 66.42311             | NULL
67108864          | 1010.89        | 66.38605             | NULL
67108864          | 1010.65        | 66.40156             | NULL
67108864          | 1010.68        | 66.39945             | NULL
67108864          | 1010.58        | 66.40655             | NULL
67108864          | 1010.68        | 66.39972             | NULL
67108864          | 1010.58        | 66.40629             | NULL
67108864          | 1010.37        | 66.41996             | NULL
67108864          | 1010.82        | 66.39078             | NULL
67108864          | 1011.13        | 66.37004             | NULL
67108864          | 1010.64        | 66.40260             | NULL
67108864          | 1010.76        | 66.39419             | NULL
67108864          | 1010.82        | 66.39025             | NULL
67108864          | 1010.16        | 66.43390             | NULL
67108864          | 1010.79        | 66.39236             | NULL
67108864          | 1010.36        | 66.42075             | NULL
67108864          | 1011.12        | 66.37108             | NULL
67108864          | 1010.46        | 66.41417             | NULL
67108864          | 1010.34        | 66.42206             | NULL
67108864          | 1010.42        | 66.41654             | NULL
67108864          | 1010.70        | 66.39814             | NULL
67108864          | 1010.29        | 66.42522             | NULL
67108864          | 1010.48        | 66.41260             | NULL
67108864          | 1010.30        | 66.42495             | NULL
67108864          | 1010.70        | 66.39866             | NULL
67108864          | 1010.53        | 66.40970             | NULL
67108864          | 1010.18        | 66.43258             | NULL
67108864          | 1010.54        | 66.40865             | NULL
67108864          | 1009.61        | 66.46995             | NULL
67108864          | 1010.99        | 66.37922             | NULL
67108864          | 1010.42        | 66.41706             | NULL
67108864          | 1010.69        | 66.39893             | NULL
67108864          | 1010.79        | 66.39236             | NULL
67108864          | 1010.33        | 66.42285             | NULL
67108864          | 1010.40        | 66.41785             | NULL
67108864          | 1010.74        | 66.39551             | NULL
67108864          | 1010.32        | 66.42364             | NULL
67108864          | 1010.52        | 66.40996             | NULL
67108864          | 1010.66        | 66.40103             | NULL
67108864          | 1010.46        | 66.41391             | NULL
67108864          | 1010.46        | 66.41391             | NULL
67108864          | 1010.71        | 66.39762             | NULL
67108864          | 1010.72        | 66.39683             | NULL
67108864          | 1010.50        | 66.41128             | NULL
67108864          | 1010.24        | 66.42864             | NULL
67108864          | 1011.09        | 66.37292             | NULL
67108864          | 1010.31        | 66.42416             | NULL
67108864          | 1010.43        | 66.41602             | NULL
67108864          | 1010.46        | 66.41391             | NULL
67108864          | 1010.78        | 66.39340             | NULL
67108864          | 1010.71        | 66.39788             | NULL
67108864          | 1010.44        | 66.41575             | NULL
67108864          | 1010.16        | 66.43416             | NULL
67108864          | 1010.32        | 66.42311             | NULL
67108864          | 1010.04        | 66.44179             | NULL
67108864          | 1010.61        | 66.40445             | NULL
67108864          | 1010.03        | 66.44231             | NULL
67108864          | 1010.39        | 66.41864             | NULL
67108864          | 1009.92        | 66.44995             | NULL
67108864          | 1011.08        | 66.37345             | NULL
67108864          | 1010.64        | 66.40260             | NULL
67108864          | 1010.05        | 66.44126             | NULL
67108864          | 1010.41        | 66.41759             | NULL
67108864          | 1010.75        | 66.39498             | NULL
67108864          | 1010.25        | 66.42785             | NULL
67108864          | 1010.41        | 66.41733             | NULL
67108864          | 1010.80        | 66.39210             | NULL
67108864          | 1009.55        | 66.47417             | NULL
